,rn,rule
5878,R08668,7512
5879,R02160,10
5880,R05732,149
5881,R01902,2484
5882,R11291,3016_7577
5883,R06832,2003
5884,R02091,2004
5885,R07754,323
5886,R06536,7512
5887,R00517,2004
5888,R03302,7524
5889,R10258,149
5890,R09412,2002
5891,R11587,7581
5892,R05718,158
5893,R07653,2003_244
5894,R10460,3016_7577
5895,R06168,7516
5896,R04038,2004
5897,R07063,3978
5898,R01505,2003
5899,R11432,4952_602
5900,R07112,149
5901,R07938,323
5902,R05559,2002_65
5903,R05559,2002
5904,R04840,2003
5905,R09620,109_141
5906,R05487,149
5907,R05368,7579
5908,R03384,206
5909,R11789,12_2002
5910,R11789,11_12_2002
5911,R01201,2484
5912,R10389,4033_4052_633
5913,R12286,141
5914,R02397,10_719
5915,R02397,10
5916,R11800,2003
5917,R08002,149
5918,R00420,7512
5919,R11798,2003
5920,R09463,108
5921,R01660,7528
5922,R09719,2003_244
5923,R09140,109_141
5924,R03062,7579
5925,R12040,7512
5926,R06687,101_2003
5927,R11469,2003
5928,R10586,2003
5929,R10586,2003_5
5930,R10586,10_2003_5
5931,R01915,2003
5932,R11524,2492
5933,R12598,206_3264
5934,R11820,109
5935,R12198,5084
5936,R11981,149
5937,R11565,243
5938,R08121,7579
5939,R10152,2003
5940,R00611,2003_304
5941,R00611,304
5942,R07213,257_304
5943,R11616,2003_2007_222_236_6094_7581
5944,R03479,2003_206
5945,R00093,187_2002_2003_207_210_304
5946,R05226,211
5947,R00879,10
5948,R12214,3016_7577
5949,R10012,2003_2007
5950,R10012,2007
5951,R10587,2003
5952,R10587,2003_5
5953,R10587,10_2003_5
5954,R10261,2002
5955,R04835,2002
5956,R09660,2002_65
5957,R08354,2003_206_219
5958,R10383,141_4194
5959,R08869,2002
5960,R06826,7512
5961,R08862,2002
5962,R07066,149
5963,R08673,149
5964,R04187,3016_7577
5965,R06740,12_243
5966,R04901,2003
5967,R09493,2003
5968,R01271,2002_325
5969,R12299,3447
5970,R11922,327_4011_7584
5971,R11111,243
5972,R05692,2003
5973,R07711,149
5974,R06532,2003
5975,R09709,109
5976,R05616,141
5977,R09761,149
5978,R11848,109_141
5979,R06465,149
5980,R02932,7512
5981,R10046,7517
5982,R10308,2003_236
5983,R09504,150
5984,R03903,213
5985,R10188,7512
5986,R08409,4294_5014_66
5987,R08409,4294
5988,R04801,2003
5989,R06337,10
5990,R09825,3016_7577
5991,R03655,314_7502
5992,R08125,2007
5993,R12167,243
5994,R08946,7512
5995,R08577,3016_7577
5996,R08577,7577
5997,R01583,2006
5998,R01583,2006_304
5999,R10905,2002_389
6000,R10905,2002
6001,R01667,159
6002,R12304,1_2002
6003,R06980,7524
6004,R12332,301
6005,R04893,2003_244
6006,R04893,2003
6007,R10180,3016_7577
6008,R03308,5
6009,R11689,323
6010,R08636,7510
6011,R09255,323
6012,R02469,149
6013,R12042,7558
6014,R06905,4033_4052_633
6015,R05882,2002
6016,R07179,9
6017,R06117,2003
6018,R06301,109_141
6019,R02477,2002
6020,R04384,2002
6021,R05978,7516
6022,R07761,221
6023,R00944,304_7571
6024,R10851,2003
6025,R03145,2003_7574
6026,R09119,109_141
6027,R12439,4194
6028,R04104,12
6029,R04104,109_12
6030,R07865,149
6031,R02869,2003_3699
6032,R09401,2003_206
6033,R09401,206
6034,R08743,327_4011_7584
6035,R12305,1_2002
6036,R02476,2002
6037,R09454,149
6038,R11711,262
6039,R03407,2003
6040,R03845,2003
6041,R06547,7512
6042,R04061,11
6043,R09270,1_304
6044,R10357,149
6045,R07720,7512
6046,R02368,2007
6047,R07868,149
6048,R11031,2003_3692
6049,R01724,2002_325_375
6050,R01724,2002_325
6051,R05144,10
6052,R09468,149
6053,R08175,11_7579
6054,R03191,217_313
6055,R02577,2002
6056,R03091,7512
6057,R07873,323
6058,R00207,2003_7574
6059,R04771,327
6060,R11784,7589
6061,R00688,2003_2007
6062,R03300,7524
6063,R06936,2003_244
6064,R06936,2003
6065,R01293,7524
6066,R04368,312_519
6067,R02464,3016_7577
6068,R04833,2002
6069,R04592,4052_633
6070,R04592,4033_4052_633
6071,R07541,2003_4294
6072,R07541,2003
6073,R11957,7579
6074,R06342,10
6075,R07737,2003
6076,R11260,11_2002
6077,R11260,2002
6078,R02333,2002
6079,R12577,327_7584
6080,R06728,7579
6081,R01507,211
6082,R09374,7539
6083,R00603,109_2485
6084,R10765,109
6085,R08373,109_141
6086,R04481,1137_7550
6087,R01813,2003
6088,R03600,296_304
6089,R02273,246
6090,R10463,2004_297
6091,R10463,297
6092,R09955,243
6093,R10596,11
6094,R06618,149
6095,R10041,spontaneous
6096,R10041,149
6097,R07318,243
6098,R07800,2003
6099,R00751,3016_7577
6100,R06777,327_4011_7584
6101,R03542,246
6102,R11442,149
6103,R12586,2005
6104,R10427,7512
6105,R09477,2002
6106,R02004,109_141
6107,R00045,10_146
6108,R08652,149
6109,R02992,247
6110,R12440,149
6111,R05966,12_2002
6112,R11109,150
6113,R03349,2003
6114,R04424,298_4021
6115,R02493,2006
6116,R02493,190
6117,R02493,1
6118,R10816,221
6119,R08318,149
6120,R12559,282_7516
6121,R08468,1137_7550
6122,R05965,7516
6123,R09359,7579
6124,R11431,2003
6125,R02633,2004
6126,R05035,101_2003
6127,R03180,7552
6128,R04948,7512
6129,R03940,270_7571
6130,R10674,2002
6131,R08615,7512
6132,R06808,7512
6133,R07857,2003_4294
6134,R07857,2003
6135,R02506,2003
6136,R08228,246
6137,R10086,2002_207_210_304
6138,R01152,246
6139,R00967,2004
6140,R11697,101_2003
6141,R03438,108
6142,R09106,323
6143,R10750,2486
6144,R11604,2003
6145,R10689,2002
6146,R10454,2003
6147,R11490,1
6148,R05370,7579
6149,R05708,217_304
6150,R03511,633
6151,R05256,211
6152,R00360,217_304
6153,R00360,2003
6154,R11551,221
6155,R03342,315
6156,R10304,2002
6157,R10304,2002_70
6158,R02099,2004
6159,R02099,2004_377
6160,R09549,149
6161,R08271,149
6162,R06801,323
6163,R04580,327_4011_7584
6164,R00847,2484
6165,R08555,2007
6166,R08555,103_2007
6167,R02177,2003
6168,R10149,1_1001_2003_205_5069
6169,R00006,2003_304_7574
6170,R00019,101_2007_205_221_244_4025_4272_5100_581_7556
6171,R00019,2007_205_221_244_4025_4272_5100_581_633_7556
6172,R00131,11_2002_525_65
6173,R00256,2007
6174,R00256,101_2003_2007_206_2487_7543
6175,R00256,101_2002_2003_2007_206_2487_7543
6176,R00256,7507_7546
6177,R00256,223_4019
6178,R00374,101_221_244
6179,R00374,101_2003_221_244
6180,R00374,101_2003_221
6181,R00434,206_304
6182,R00434,4035_4036_4054_64
6183,R00434,207
6184,R00434,223_304_873
6185,R00434,868
6186,R00434,4035_4036_4054
6187,R00434,2498_4035_4036_4054
6188,R00434,237_2498
6189,R00434,304
6190,R00434,2007_206_304
6191,R00519,205_5069
6192,R00519,205_2485_3697
6193,R00519,2485_3697_4335_633
6194,R00519,2003
6195,R00519,4335_5069_633
6196,R01106,1_1001_2003_205_5069
6197,R01768,179_217_231_244_325
6198,R03332,2002
6199,R03332,7515
6200,R03332,10_177
6201,R03408,149
6202,R03560,1_150_221_304_7514
6203,R03562,1_150_221_304_4294_66_7514
6204,R03562,1_150_221_304_66_7514
6205,R03608,1_150_221_304_7514
6206,R03905,321_4993_610_7552
6207,R03905,321_329_4_4993_610_7507_7546
6208,R07644,301_323_327_4011_7561_7584
6209,R07644,301_323_327_4011_7561_7579_7584
6210,R08872,323_327_4011_7584
6211,R09748,1
6212,R09748,1_101
6213,R09748,2007
6214,R09799,107_11_5
6215,R10952,108_11_2002_220
6216,R10952,109_11_2002_221
6217,R10952,11_2002_214_220_4
6218,R10952,11_2002
6219,R10952,108_11_2002
6220,R10952,108_109_11_2002_221
6221,R10952,11_2002_214_4
6222,R11743,1_205_207_298
6223,R11743,207_298_3858
6224,R11743,207_298
6225,R12056,327_4011_7584
6226,R10960,7581
6227,R10960,101_2003
6228,R02738,306_3227
6229,R02738,306_3227_325
6230,R02738,306
6231,R02738,325
6232,R06506,7512
6233,R06684,7512
6234,R09331,7512
6235,R03533,1_1001_2003_205
6236,R05499,205_304
6237,R05500,205_304
6238,R05501,205_304
6239,R05444,1_150_221_66_7514
6240,R05444,1_150_221_7514
6241,R11901,1_150_221_66_7514
6242,R11901,1_150_221_7514
6243,R00005,10_2003_206_306_325_75_7552_810
6244,R00005,7552_810
6245,R00010,109
6246,R00022,2002_2498
6247,R00022,2002
6248,R00026,2002
6249,R00026,11_2002_2007
6250,R00028,12_2002
6251,R00028,2002
6252,R00028,12_2002_355_4178
6253,R00028,12_2002_4178
6254,R00073,136_389
6255,R00073,136
6256,R00074,3156
6257,R00074,146
6258,R00078,241
6259,R00078,3156
6260,R00078,150
6261,R00081,3156_5038_5039
6262,R00081,107_3156_5038_5039_5040
6263,R00081,3156_5038_5039_5040
6264,R00086,2004
6265,R00086,2484
6266,R00086,159
6267,R00087,304_378_7515_920
6268,R00087,304_7515
6269,R00087,304_378_7515
6270,R00087,159
6271,R00089,4035_4036_4054_64
6272,R00089,207
6273,R00089,207_4035_4036
6274,R00089,868
6275,R00089,4035_4036_4054
6276,R00089,2498_4035_4036_4054
6277,R00089,237_2498
6278,R00089,304
6279,R00102,2007
6280,R00102,237
6281,R00103,221
6282,R00103,304_7515
6283,R00103,304_378_7515
6284,R00103,159
6285,R00103,304_378_7515_920
6286,R00111,3249
6287,R00111,1_262_3687_7_7514
6288,R00111,2004_3249
6289,R00111,1_262_3687_7514
6290,R00112,2003_3892
6291,R00112,2003_244
6292,R00114,187_2002_2003_207_210_304
6293,R00119,2007
6294,R00122,2484
6295,R00126,312
6296,R00132,62
6297,R00132,4126
6298,R00135,2011
6299,R00135,2011_7529
6300,R00135,7579
6301,R00137,2005
6302,R00137,2005_221
6303,R00143,107_5
6304,R00143,4017_7586
6305,R00143,7586
6306,R00155,2484
6307,R00155,5
6308,R00159,2484
6309,R00160,304_378_7515_920
6310,R00160,304_7515
6311,R00160,221
6312,R00160,304_378_7515
6313,R00173,2006
6314,R00182,3623_7563
6315,R00182,2011
6316,R00183,2006
6317,R00183,193_246_805
6318,R00183,246_805
6319,R00183,7527
6320,R00184,221
6321,R00185,2004
6322,R00187,304_7515
6323,R00187,312
6324,R00188,4018_7587
6325,R00188,2006
6326,R00188,2002
6327,R00188,2006_5104
6328,R00190,7573
6329,R00191,131_223
6330,R00191,131
6331,R00191,247
6332,R00191,246
6333,R00220,2003_304
6334,R00220,2003
6335,R00220,4021
6336,R00220,298_4021
6337,R00221,1_2002
6338,R00221,2003
6339,R00229,2003_2007_206
6340,R00236,327_4011_7584
6341,R00243,2003_2007
6342,R00243,2003
6343,R00245,2002_7524
6344,R00245,2002_503_7524
6345,R00245,7524
6346,R00251,10_2002_306_75
6347,R00251,1143_223_231_2484_7604
6348,R00251,223_231_2484_7604
6349,R00251,10_2002_75
6350,R00264,7524
6351,R00269,246
6352,R00277,1_2003
6353,R00277,1
6354,R00287,304_378_7515_920
6355,R00287,304_7515
6356,R00287,304_378_7515
6357,R00287,159
6358,R00295,205_296_304
6359,R00297,217_304
6360,R00297,187_217_304
6361,R00299,2484
6362,R00305,2003_244
6363,R00305,2003
6364,R00306,2002
6365,R00306,11_2002_2007
6366,R00308,207
6367,R00308,2002
6368,R00308,2002_6059
6369,R00311,150
6370,R00316,327_4011_7584
6371,R00328,2484
6372,R00328,5
6373,R00335,2484
6374,R00336,1077_131_221_304_316
6375,R00336,131
6376,R00339,2485_2487
6377,R00353,103_2002_2486_325
6378,R00357,2003_244
6379,R00357,2003
6380,R00357,278_604
6381,R00362,2002_2003_5085
6382,R00369,3016_7577
6383,R00369,7577
6384,R00381,2_206
6385,R00381,2_206_4095_7568
6386,R00381,862
6387,R00381,2_206_377_4095_7568
6388,R00381,2_206_58_862
6389,R00381,2_206_7568
6390,R00381,2_206_4095
6391,R00382,2_206
6392,R00382,102_2_206_7568
6393,R00382,102_2_206
6394,R00382,2_206_4095
6395,R00390,4011_7584
6396,R00390,327_4011_7584
6397,R00396,2003_3692
6398,R00396,2003
6399,R00401,1_2002
6400,R00401,1_2002_2004_2493
6401,R00410,2003
6402,R00421,129_2003
6403,R00424,7509
6404,R00424,230
6405,R00426,7504
6406,R00426,159
6407,R00429,1077_131_221_304_316
6408,R00429,316
6409,R00465,2003
6410,R00465,129_2003
6411,R00470,2002
6412,R00485,7507_7546
6413,R00485,210
6414,R00494,210
6415,R00503,7516
6416,R00503,235
6417,R00508,4018_7587
6418,R00508,2006
6419,R00508,2006_5104
6420,R00511,2006
6421,R00511,193_246_805
6422,R00511,246_805
6423,R00511,7527
6424,R00512,2004
6425,R00512,2004_2005_283
6426,R00513,2004
6427,R00514,2484
6428,R00515,304_378_7515_920
6429,R00515,304_7515
6430,R00515,304_378_7515
6431,R00515,159
6432,R00528,107_11_221
6433,R00530,312
6434,R00548,208
6435,R00548,180
6436,R00548,1_2006
6437,R00548,2006
6438,R00548,7525
6439,R00548,246
6440,R00548,2007
6441,R00557,3249
6442,R00557,1_262_3687_7_7514
6443,R00557,2004_3249
6444,R00557,1_262_3687_7514
6445,R00558,3249
6446,R00558,1_262_3687_7_7514
6447,R00558,2004_3249
6448,R00558,1_262_3687_7514
6449,R00569,2484
6450,R00585,3016_7577
6451,R00585,7577
6452,R00590,2003
6453,R00590,4021
6454,R00590,298_4021
6455,R00597,513
6456,R00597,2488
6457,R00597,2003_513
6458,R00602,2485
6459,R00602,2007_4028_4048
6460,R00602,136
6461,R00602,4028_4048
6462,R00606,107_11_9
6463,R00606,5_914
6464,R00609,1_101_244_304_375
6465,R00610,1_101_244_304_375
6466,R00610,2003
6467,R00610,1_101_2003_304_375
6468,R00614,2007_4002
6469,R00614,2003_236
6470,R00615,2004
6471,R00615,2_2004
6472,R00623,2007_4002
6473,R00623,2003_236
6474,R00623,2007_4002_7524
6475,R00631,7524
6476,R00662,304_378_7515_920
6477,R00662,304_7515
6478,R00662,304_378_7515
6479,R00662,159
6480,R00674,2002_2003
6481,R00699,3016_7577
6482,R00699,7577
6483,R00702,141
6484,R00704,217_304
6485,R00704,2003
6486,R00707,2002_7524
6487,R00707,2002_503_7524
6488,R00707,7524
6489,R00708,2002_7524
6490,R00708,2002_503_7524
6491,R00708,7524
6492,R00710,7524
6493,R00711,7524
6494,R00717,2003
6495,R00719,7504
6496,R00719,2484
6497,R00720,7504
6498,R00720,159
6499,R00722,2004
6500,R00722,304
6501,R00746,2002
6502,R00746,2003_236
6503,R00749,2484
6504,R00749,2002_7521
6505,R00754,2007_4002
6506,R00754,2003_236
6507,R00754,2007_4002_7524
6508,R00760,2484
6509,R00764,2007_7572
6510,R00764,2007
6511,R00771,2002_2007
6512,R00771,10
6513,R00771,2007
6514,R00774,10_2003_206_306_325_75
6515,R00774,10_2003_206_306_325_75_7552_810
6516,R00776,10
6517,R00776,11
6518,R00782,3016_7577
6519,R00782,7577
6520,R00801,2002
6521,R00801,12_2002_355_4178
6522,R00801,10
6523,R00801,12_2002
6524,R00801,10_5
6525,R00801,12_2002_4178
6526,R00802,2002
6527,R00802,12_2002_355_4178
6528,R00802,10
6529,R00802,12_2002
6530,R00802,10_5
6531,R00802,12_2002_4178
6532,R00837,12_2002
6533,R00837,2003_279
6534,R00839,2003_279
6535,R00839,2002
6536,R00841,2006
6537,R00842,129_2003
6538,R00848,205
6539,R00848,244_6058
6540,R00848,187
6541,R00860,205_604
6542,R00860,205_278_604
6543,R00867,2484
6544,R00868,129_2003
6545,R00891,2003
6546,R00891,2003_282
6547,R00896,3016_7577
6548,R00899,2011
6549,R00899,109_11_2498_4081
6550,R00899,2011_7529
6551,R00899,2011_304
6552,R00899,2498_4081
6553,R00908,3016_7577
6554,R00920,2003_2007_206
6555,R00921,2493_7510
6556,R00921,7510
6557,R00921,1
6558,R00921,2004_2493_7510
6559,R00923,2486
6560,R00925,327_4011_7584
6561,R00926,327_4011_7584
6562,R00927,7581
6563,R00937,7501
6564,R00937,266_7501
6565,R00940,7501
6566,R00940,266_7501
6567,R00942,2004
6568,R00942,4093
6569,R00947,2006
6570,R00947,7525
6571,R00961,221
6572,R00961,2484
6573,R00961,5
6574,R00963,2006
6575,R00963,193_246_805
6576,R00963,246_805
6577,R00963,7527
6578,R00964,2004
6579,R00966,7573
6580,R00974,2002_65
6581,R00974,2002
6582,R00974,2492
6583,R00988,7579
6584,R00988,2487
6585,R01009,7516
6586,R01012,2010_301_322_590
6587,R01012,2010_301_590
6588,R01030,11_2002
6589,R01030,2002
6590,R01030,1065_109_2002
6591,R01033,1_221_243_331_66_7514
6592,R01034,2003
6593,R01034,2007_4002
6594,R01041,2002
6595,R01041,2003_236
6596,R01047,2002_623_7521
6597,R01054,221
6598,R01054,246
6599,R01055,7549
6600,R01057,7528
6601,R01057,331_7528
6602,R01057,7515
6603,R01069,2002
6604,R01074,2484_314
6605,R01074,314
6606,R01074,2484_314_4
6607,R01074,314_4
6608,R01085,11
6609,R01094,2003
6610,R01094,298
6611,R01096,236
6612,R01096,2003_236
6613,R01097,2003
6614,R01097,298
6615,R01101,12_2002
6616,R01101,2002
6617,R01101,2003_279
6618,R01103,12_2002
6619,R01103,2002
6620,R01103,2003_279
6621,R01104,12_2002
6622,R01104,2002
6623,R01104,2003_279
6624,R01105,10_11_12_2002
6625,R01105,10_2002
6626,R01105,12_2002_2007
6627,R01105,10_11_2002
6628,R01105,2002_2007
6629,R01126,246_805
6630,R01126,193_246_805
6631,R01126,7527
6632,R01126,2006
6633,R01126,10_2007
6634,R01132,7573
6635,R01132,2005_3018_865
6636,R01132,2005_865
6637,R01137,2004
6638,R01137,304
6639,R01138,2002_7518
6640,R01138,1_2002_7518
6641,R01151,2003_244
6642,R01151,2003
6643,R01151,12_243
6644,R01158,159_239_7524
6645,R01158,7524
6646,R01166,2011_304
6647,R01169,2003
6648,R01169,209
6649,R01169,2003_209
6650,R01172,2003_298
6651,R01172,2007_4002_7524
6652,R01172,7524
6653,R01176,327_4011_7584
6654,R01179,2003
6655,R01185,4018_7587
6656,R01186,4018_7587
6657,R01194,12_2002
6658,R01194,2002
6659,R01194,2003_279
6660,R01199,2004_205_7522_7574
6661,R01199,2004_7522_7574
6662,R01206,2002
6663,R01206,11_2002_64
6664,R01206,235
6665,R01206,235_387
6666,R01206,2002_64
6667,R01215,3016_7577
6668,R01227,2006
6669,R01227,193_246_805
6670,R01227,246_805
6671,R01227,7527
6672,R01229,7573
6673,R01229,2005_3018_865
6674,R01229,2005_865
6675,R01234,131_223
6676,R01234,131
6677,R01234,247
6678,R01238,7564
6679,R01238,1_327_3688
6680,R01238,1_3688
6681,R01244,2002
6682,R01244,3292_65
6683,R01244,2002_3292_65
6684,R01245,7517
6685,R01246,2003_3692
6686,R01249,2003_3692
6687,R01262,210
6688,R01268,7561
6689,R01273,7517
6690,R01274,7579
6691,R01274,222
6692,R01274,11_7579
6693,R01274,2007
6694,R01288,3016_7577
6695,R01300,327_4011_7584
6696,R01310,300
6697,R01310,11
6698,R01312,7515
6699,R01312,10_177
6700,R01315,219
6701,R01315,5084
6702,R01315,371
6703,R01315,109_2007
6704,R01315,11_2007
6705,R01315,2007
6706,R01316,219
6707,R01316,5084
6708,R01316,7579
6709,R01317,219
6710,R01317,5084
6711,R01317,371
6712,R01317,109_2007
6713,R01317,11_2007
6714,R01317,2007
6715,R01318,11
6716,R01318,108
6717,R01329,12_2002
6718,R01329,2002
6719,R01329,2003_279
6720,R01332,2002
6721,R01348,149
6722,R01352,7579
6723,R01353,2484
6724,R01354,327_4011_7584
6725,R01359,2003
6726,R01365,2003
6727,R01370,2003
6728,R01370,276
6729,R01371,2003
6730,R01371,276
6731,R01384,2003
6732,R01392,2003
6733,R01392,129_2003
6734,R01395,7531
6735,R01395,101_2003_2007_206_2487_7543
6736,R01395,101_2002_2003_2007_206_2487_7543
6737,R01403,2002
6738,R01403,2003
6739,R01404,2003
6740,R01404,2003_236
6741,R01404,2003_2007_222_236_304_6094_7581
6742,R01404,2002_2007_222_304_3321_3322_3323
6743,R01406,327_4011_5050_7584
6744,R01406,327_4011_7584
6745,R01409,2003
6746,R01409,7579
6747,R01411,2002_65
6748,R01411,2002
6749,R01411,2492
6750,R01414,187_2002_2003_205
6751,R01414,187_2002_2003
6752,R01422,327_4011_7584
6753,R01429,2003
6754,R01429,2003_298
6755,R01430,2003_298
6756,R01431,2002
6757,R01433,10_5
6758,R01433,11_2002_2007
6759,R01433,109_12
6760,R01434,2003_2007
6761,R01446,7524
6762,R01462,2007
6763,R01462,7579
6764,R01465,2003
6765,R01465,2003_236
6766,R01470,11_2002
6767,R01470,2002
6768,R01470,1065_109_2002
6769,R01492,2004
6770,R01492,150
6771,R01496,109
6772,R01496,101
6773,R01498,12_2002
6774,R01498,2002
6775,R01498,109_12
6776,R01525,2003_7516
6777,R01525,2003_236
6778,R01526,2484
6779,R01547,2004
6780,R01547,375
6781,R01553,2003_236
6782,R01553,7579
6783,R01560,2002
6784,R01561,2011
6785,R01561,10
6786,R01562,246_805
6787,R01562,193_246_805
6788,R01569,246_805
6789,R01569,193_246_805
6790,R01569,131
6791,R01569,7527
6792,R01569,2006
6793,R01570,184_325_7544
6794,R01570,10
6795,R01574,2002
6796,R01575,2002
6797,R01575,2003_236
6798,R01579,223_4019
6799,R01579,7507_7546
6800,R01579,2007
6801,R01586,2002_207_210
6802,R01590,136_389
6803,R01590,136
6804,R01593,10_158
6805,R01593,158
6806,R01600,2484
6807,R01618,312
6808,R01625,301
6809,R01627,207
6810,R01627,2002
6811,R01631,11
6812,R01632,2012_557
6813,R01644,2007_4002
6814,R01644,129_2003
6815,R01664,246_805
6816,R01664,193_246_805
6817,R01664,131
6818,R01664,7527
6819,R01664,2006
6820,R01665,2004
6821,R01665,2004_2005_283
6822,R01666,2004
6823,R01677,7517
6824,R01678,10_11_12_2002
6825,R01678,10_2002
6826,R01678,2002
6827,R01678,10_11_2002
6828,R01682,3016_7577
6829,R01682,7577
6830,R01685,243
6831,R01687,210
6832,R01699,7522_7574
6833,R01701,7522_7574
6834,R01702,7522_7574
6835,R01706,222
6836,R01706,2003_2007_222_236_304_6094_7581
6837,R01710,1_2003
6838,R01710,1
6839,R01711,1_2003
6840,R01711,2003
6841,R01711,1
6842,R01716,2007_880
6843,R01716,4045_880
6844,R01718,12_2002
6845,R01718,12_2002_355_4178
6846,R01718,12_2002_4178
6847,R01720,179_217_231_244_325
6848,R01737,2004
6849,R01737,2484
6850,R01739,2003
6851,R01741,2003
6852,R01752,7524
6853,R01757,2003_298
6854,R01757,2003
6855,R01757,298
6856,R01762,10_6
6857,R01762,12_2002
6858,R01762,10_5
6859,R01762,5
6860,R01767,2003
6861,R01767,7579
6862,R01770,7517
6863,R01776,2007
6864,R01776,7579
6865,R01790,109_11
6866,R01790,12_2002_355_4178
6867,R01790,109_12
6868,R01790,12_2002
6869,R01790,109
6870,R01791,109_11
6871,R01791,12_2002_355_4178
6872,R01791,109_12
6873,R01791,12_2002
6874,R01791,109
6875,R01791,12_2002_4178
6876,R01836,2002
6877,R01836,2003
6878,R01838,2002
6879,R01838,2003
6880,R01855,7504
6881,R01857,2004
6882,R01857,304
6883,R01858,2002_7518
6884,R01858,1_2002_7518
6885,R01863,2011
6886,R01863,10
6887,R01872,2003_2007
6888,R01876,184_325_7544
6889,R01876,2011
6890,R01876,10
6891,R01877,246_805
6892,R01877,193_246_805
6893,R01911,2006
6894,R01914,2003_244
6895,R01914,2003
6896,R01917,2003_206_219
6897,R01918,2003_206_219
6898,R01923,323
6899,R01923,3204_323
6900,R01931,2007
6901,R01936,7510
6902,R01956,3016_7577
6903,R01961,2484
6904,R01967,2004_304
6905,R01967,2004
6906,R01968,246_805
6907,R01968,193_246_805
6908,R01968,131
6909,R01968,7527
6910,R01968,2006
6911,R01969,2011
6912,R01982,207
6913,R01986,7524
6914,R01992,2011_304
6915,R01994,7516
6916,R02000,2003_244
6917,R02000,2003
6918,R02000,2003_244_375
6919,R02009,109_141
6920,R02013,109_141
6921,R02014,1074_242_3005
6922,R02014,1074_2500_3005
6923,R02017,150_2500
6924,R02017,103_1074_150_2500
6925,R02019,150_2500
6926,R02019,103_1074_150_2500
6927,R02020,1074_242_3005
6928,R02020,1074_2500_3005
6929,R02022,1074_242_3005
6930,R02022,1074_2500_3005
6931,R02023,1074_242_3005
6932,R02023,1074_2500_3005
6933,R02026,3016_7577
6934,R02027,2002
6935,R02027,7515
6936,R02027,10_177
6937,R02029,2006
6938,R02029,180_2006_514
6939,R02051,300
6940,R02051,11
6941,R02052,7515
6942,R02052,10_177
6943,R02053,219
6944,R02053,5084
6945,R02053,371
6946,R02053,109_2007
6947,R02053,11_2007
6948,R02053,2007
6949,R02054,219
6950,R02054,5084
6951,R02054,7579
6952,R02073,2007_7572
6953,R02073,2007
6954,R02078,10_146
6955,R02078,146
6956,R02087,2002_2484
6957,R02087,2002
6958,R02087,2484
6959,R02088,246_805
6960,R02088,193_246_805
6961,R02088,131
6962,R02088,7527
6963,R02088,2006
6964,R02089,2004
6965,R02092,2484
6966,R02095,2484
6967,R02102,246_805
6968,R02102,193_246_805
6969,R02102,131
6970,R02102,7527
6971,R02102,2006
6972,R02108,12_2002
6973,R02108,12_2002_206
6974,R02108,2002
6975,R02112,2002
6976,R02112,11_2002
6977,R02112,12_2002_206
6978,R02112,11_12_2002
6979,R02112,12_2002
6980,R02124,2003
6981,R02124,2003_236
6982,R02124,2007_4002
6983,R02133,150
6984,R02142,7573
6985,R02142,2005_3018_865
6986,R02142,2005_865
6987,R02144,2003
6988,R02147,2011
6989,R02147,10
6990,R02148,246_805
6991,R02148,193_246_805
6992,R02167,2006
6993,R02170,210
6994,R02173,2003_244
6995,R02173,2003
6996,R02173,12_243
6997,R02180,2004
6998,R02180,1047
6999,R02180,5
7000,R02181,2004
7001,R02203,2003_3692
7002,R02203,276
7003,R02207,2002
7004,R02208,219
7005,R02208,3447
7006,R02208,2004
7007,R02209,2002
7008,R02218,149
7009,R02225,206
7010,R02229,2003
7011,R02235,7501
7012,R02235,266_7501
7013,R02236,7501
7014,R02236,266_7501
7015,R02240,2007_4004
7016,R02240,3086
7017,R02244,7523
7018,R02244,286
7019,R02260,2002
7020,R02260,2003
7021,R02261,2002
7022,R02265,2485
7023,R02265,5038
7024,R02265,319
7025,R02266,9
7026,R02266,109_2485
7027,R02274,3016_7577
7028,R02294,2011
7029,R02295,2011
7030,R02296,184_325_7544
7031,R02296,10
7032,R02297,2011
7033,R02297,10
7034,R02301,2003
7035,R02301,304
7036,R02302,133_304
7037,R02302,133
7038,R02311,109_141
7039,R02320,2002_7518
7040,R02320,1_2002_7518
7041,R02322,7520_7541
7042,R02322,7520
7043,R02323,10_2007
7044,R02323,246_805
7045,R02323,7527
7046,R02323,2006
7047,R02324,2004
7048,R02324,2004_2005
7049,R02334,2002
7050,R02334,11_2002_64
7051,R02334,235
7052,R02334,235_387
7053,R02334,2002_64
7054,R02340,2002
7055,R02340,2002_2003
7056,R02352,2003
7057,R02353,2003
7058,R02356,149
7059,R02361,207
7060,R02361,109
7061,R02366,220
7062,R02366,5038
7063,R02367,220
7064,R02367,5038
7065,R02370,246_805
7066,R02370,193_246_805
7067,R02376,2002_623_7521
7068,R02377,2007_4002
7069,R02382,5_914
7070,R02382,12_243
7071,R02391,2003_298
7072,R02391,2003
7073,R02393,2003_298
7074,R02393,2003
7075,R02404,2003_2007_206
7076,R02407,2003
7077,R02407,7527
7078,R02408,3016_7577
7079,R02429,2002_218
7080,R02433,3016_7577
7081,R02437,2002
7082,R02439,2484
7083,R02442,149
7084,R02450,2003_2004_205_7522_7574
7085,R02461,2002_2007_3269_872
7086,R02466,3016_7577
7087,R02466,7577
7088,R02468,101_148_2004_2007
